Race,Division,Gender,Rank Overall,Rank Age Group,Name,Nation,Age Group,Total Time
2025 London Excel,HYROX PRO DOUBLES - Overall,Men,1,1,"Marc Dean, Alan Cao",,30-34,00:49:10
2025 London Excel,HYROX PRO DOUBLES - Overall,Men,2,2,"Tom Franssens, Pieter Maes",,30-34,00:49:55
2025 London Excel,HYROX PRO DOUBLES - Overall,Men,3,3,"Niall McMeeken, John Carlisle",,30-34,00:49:59
2025 London Excel,HYROX PRO DOUBLES - Overall,Men,4,1,"Tony Revell, Ciaran Parkinson",,35-39,00:50:00
2025 London Excel,HYROX PRO DOUBLES - Overall,Men,5,1,"Ben Sutherland, Harry Sutherland",,25-29,00:50:24
2025 London Excel,HYROX PRO DOUBLES - Overall,Men,6,2,"Jørgen Dahl Dahl Olsen, Simen Røssland",,25-29,00:50:32
2025 London Excel,HYROX PRO DOUBLES - Overall,Men,7,4,"Erik Oscar Bøe, Erik Woodward",,30-34,00:50:38
2025 London Excel,HYROX PRO DOUBLES - Overall,Men,8,3,"Jay Hogan, Ronan Lindsay",,25-29,00:50:44
2025 London Excel,HYROX PRO DOUBLES - Overall,Men,9,2,"Ryan Hogan, Joe Bingham",,35-39,00:51:29
2025 London Excel,HYROX PRO DOUBLES - Overall,Men,10,4,"Joshua Kent, Freddie Cree",,25-29,00:51:42
2025 London Excel,HYROX PRO DOUBLES - Overall,Men,11,5,"Joshua Kent, James Ives",,30-34,00:51:52
2025 London Excel,HYROX PRO DOUBLES - Overall,Men,12,5,"Ben Wright, Dan Nota",,25-29,00:52:04
2025 London Excel,HYROX PRO DOUBLES - Overall,Men,13,6,"Jamie George, Travis Owles",,25-29,00:52:11
2025 London Excel,HYROX PRO DOUBLES - Overall,Men,14,3,"Lee Tuck, Ben Murphy",,35-39,00:52:26
2025 London Excel,HYROX PRO DOUBLES - Overall,Men,15,7,"Ezra Warren, Jac Smith",,25-29,00:52:39
2025 London Excel,HYROX PRO DOUBLES - Overall,Men,16,8,"David Aryeetey, Fin Dearsly",,25-29,00:52:58
2025 London Excel,HYROX PRO DOUBLES - Overall,Men,17,6,"Julian Kruger, Gabriel Lichtenstein",,30-34,00:53:15
2025 London Excel,HYROX PRO DOUBLES - Overall,Men,18,4,"Michael Murray, Joshua Rose",,35-39,00:53:18
2025 London Excel,HYROX PRO DOUBLES - Overall,Men,19,7,"Laurent Séraline, Olivier Jouve",,30-34,00:53:21
2025 London Excel,HYROX PRO DOUBLES - Overall,Men,20,8,"Matthew Bloor, Danny Uscroft-Mould",,30-34,00:53:21
2025 London Excel,HYROX PRO DOUBLES - Overall,Men,21,9,"Joe Davis, Duncan Russell",,25-29,00:53:52
2025 London Excel,HYROX PRO DOUBLES - Overall,Men,22,9,"Callum Jones, Joshua Moody",,30-34,00:54:01
2025 London Excel,HYROX PRO DOUBLES - Overall,Men,23,10,"James Mackrell, Travis Brown",,30-34,00:54:11
2025 London Excel,HYROX PRO DOUBLES - Overall,Men,24,11,"Tom Gregory, Giles Tickle",,30-34,00:54:27
2025 London Excel,HYROX PRO DOUBLES - Overall,Men,25,12,"Sean Fontana, Jorell Hill",,30-34,00:54:28
2025 London Excel,HYROX PRO DOUBLES - Overall,Men,26,13,"Kevin Dammstrom, Maxime Avenel",,30-34,00:54:31
2025 London Excel,HYROX PRO DOUBLES - Overall,Men,27,10,"Oscar Adrian Melheim, Mikkel Trøstheim",,25-29,00:54:31
2025 London Excel,HYROX PRO DOUBLES - Overall,Men,28,14,"Daniel Super, Marcus Mollison",,30-34,00:54:39
2025 London Excel,HYROX PRO DOUBLES - Overall,Men,29,1,"Mitch Dancer, Callum Baynes",,16-24,00:54:42
2025 London Excel,HYROX PRO DOUBLES - Overall,Men,30,11,"Jan Nicholas Bauer, Maximilian Beverburg",,25-29,00:54:42
2025 London Excel,HYROX PRO DOUBLES - Overall,Men,31,15,"Oliver Black, James Ayshford",,30-34,00:54:43
2025 London Excel,HYROX PRO DOUBLES - Overall,Men,32,12,"George Kimberley, Jordan Bulpitt",,25-29,00:54:45
